athlete_id;comp_id;cat;rank;points
CRO00036;WCH2019RUS;M;3;194,5
CRO00025;WCH2019RUS;M;4;194
GER00017;WCH2019RUS;M;5;180,5
RUS00051;WCH2019RUS;M;6;168,5
GER00034;WCH2019RUS;M;7;143,5
FRA00033;WCH2019RUS;M;8;102,5
CZE00013;WCH2019RUS;M;9;71,5
RUS00029;WCH2019RUS;M;10;62
FRA00025;WCH2019RUS;M;11;61
RUS00064;WCH2019RUS;M;12;59
FRA00055;WCH2019RUS;M;13;41
RUS00063;WCH2019RUS;M;14;40
CRO00045;WCH2019RUS;M;15;32
FRA00046;WCH2019RUS;M;16;32
RUS00053;WCH2019RUS;M;17;29,5
GER00055;WCH2019RUS;M;18;28,5
RUS00039;WCH2019RUS;M;19;28
CRO00039;WCH2019RUS;M;20;24
RUS00066;WCH2019RUS;M;21;23,5
FRA00035;WCH2019RUS;M;22;20,5
CRO00041;WCH2019RUS;M;23;19
EST00020;WCH2019RUS;M;24;16
FRA00052;WCH2019RUS;M;25;11,5
FRA00008;WCH2019RUS;M;26;10
RUS00015;WCH2019RUS;M;27;10
GER00075;WCH2019RUS;M;28;6,5
GER00003;WCH2019RUS;M;29;6
HUN00019;WCH2019RUS;M;30;6
FRA00012;WCH2019RUS;M;31;6
RUS00057;WCH2019RUS;M;32;5
CRO00044;WCH2019RUS;M;33;5
FRA00049;WCH2019RUS;M;34;5
SUI00023;WCH2019RUS;M;35;3
CZE00028;WCH2019RUS;M;36;3
CZE00031;WCH2019RUS;M;37;2
RUS00110;WCH2019RUS;M;38;2
RUS00042;WCH2019RUS;M;39;0
GER00035;WCH2019RUS;M;40;0
RUS00019;WCH2019RUS;M;41;0
RUS00070;WCH2019RUS;M;42;0
GER00031;WCH2019RUS;M;43;0
CRO00011;WCH2019RUS;M;44;0
RUS00059;WCH2019RUS;M;45;0
EST00010;WCH2019RUS;M;46;0
RUS00068;WCH2019RUS;M;47;0
HUN00021;WCH2019RUS;M;48;0
CZE00039;WCH2019RUS;M;49;0
EST00023;WCH2019RUS;M;50;0
CZE00044;WCH2019RUS;M;51;0
HUN00024;WCH2019RUS;M;52;0
BLR00001;WCH2019RUS;M;53;0
EST00035;WCH2019RUS;M;54;0
EST00034;WCH2019RUS;M;55;0
FRA00020;WCH2019RUS;M;56;0
AUT00018;WCH2019RUS;M;57;0
AUT00016;WCH2019RUS;M;58;0
AUT00032;WCH2019RUS;M;59;0
CZE00034;WCH2019RUS;M;60;0
CZE00006;WCH2019RUS;M;61;0
CZE00061;WCH2019RUS;M;62;0
CZE00060;WCH2019RUS;M;63;0
CZE00026;WCH2019RUS;M;64;0
CZE00032;WCH2019RUS;M;65;0
CZE00062;WCH2019RUS;M;66;0
CZE00056;WCH2019RUS;M;67;0
CZE00132;WCH2019RUS;M;68;0
CZE00127;WCH2019RUS;M;69;0
CZE00133;WCH2019RUS;M;70;0
CZE00095;WCH2019RUS;M;71;0
AUT00012;WCH2019RUS;M;72;0
SUI00007;WCH2019RUS;M;73;0
AUT00006;WCH2019RUS;M;74;0
GER00048;WCH2019RUS;M;75;0
FRA00051;WCH2019RUS;M;76;0
FRA00057;WCH2019RUS;M;77;0
EST00031;WCH2019RUS;M;78;0
FIN00030;WCH2019RUS;M;79;0
RUS00090;WCH2019RUS;M;80;0
EST00051;WCH2019RUS;M;81;0
FRA00036;WCH2019RUS;M;82;0
SUI00022;WCH2019RUS;M;83;0
EST00032;WCH2019RUS;M;84;0
EST00016;WCH2019RUS;M;85;0
FIN00004;WCH2019RUS;M;86;0
FIN00053;WCH2019RUS;M;87;0
AUT00015;WCH2019RUS;M;88;0
SWE00011;WCH2019RUS;M;89;0
IRL00001;WCH2019RUS;M;90;0
EST00050;WCH2019RUS;M;91;0
EST00052;WCH2019RUS;M;92;0
CRO00028;WCH2019RUS;W;1;491
CRO00042;WCH2019RUS;W;2;260,5
GER00026;WCH2019RUS;W;3;236
CRO00004;WCH2019RUS;W;4;216,5
GER00061;WCH2019RUS;W;5;165,5
RUS00018;WCH2019RUS;W;6;150,5
RUS00052;WCH2019RUS;W;7;146,5
RUS00043;WCH2019RUS;W;8;75,5
CRO00007;WCH2019RUS;W;9;70
CRO00043;WCH2019RUS;W;10;47,5
RUS00072;WCH2019RUS;W;11;41
FRA00044;WCH2019RUS;W;12;39
RUS00073;WCH2019RUS;W;13;28
CZE00030;WCH2019RUS;W;14;27
RUS00056;WCH2019RUS;W;15;27
RUS00012;WCH2019RUS;W;16;24
FRA00027;WCH2019RUS;W;17;23,5
HUN00025;WCH2019RUS;W;18;23
RUS00067;WCH2019RUS;W;19;18
FRA00023;WCH2019RUS;W;20;14
CZE00027;WCH2019RUS;W;21;13,5
CRO00066;WCH2019RUS;W;22;13
CZE00029;WCH2019RUS;W;23;12,5
HUN00026;WCH2019RUS;W;24;12
EST00008;WCH2019RUS;W;25;12
RUS00111;WCH2019RUS;W;26;12
FRA00053;WCH2019RUS;W;27;11
FRA00040;WCH2019RUS;W;28;10,5
CZE00038;WCH2019RUS;W;29;8,5
GER00037;WCH2019RUS;W;30;7
RUS00071;WCH2019RUS;W;31;6
CZE00042;WCH2019RUS;W;32;5
CZE00043;WCH2019RUS;W;33;5
HUN00008;WCH2019RUS;W;34;2
RUS00112;WCH2019RUS;W;35;2
CZE00040;WCH2019RUS;W;36;0
RUS00069;WCH2019RUS;W;37;0
HUN00007;WCH2019RUS;W;38;0
RUS00050;WCH2019RUS;W;39;0
BLR00002;WCH2019RUS;W;40;0
CZE00033;WCH2019RUS;W;41;0
CZE00131;WCH2019RUS;W;42;0
CZE00024;WCH2019RUS;W;43;0
CRO00046;WCH2019RUS;W;44;0
EST00037;WCH2019RUS;W;45;0
FIN00038;WCH2019RUS;W;46;0
EST00048;WCH2019RUS;W;47;0
CRO00021;WCF2019CRO;M;1;454
CRO00030;WCF2019CRO;M;2;307
CRO00025;WCF2019CRO;M;3;184
GER00017;WCF2019CRO;M;4;180,5
CRO00036;WCF2019CRO;M;5;163,5
RUS00051;WCF2019CRO;M;6;154,5
GER00034;WCF2019CRO;M;7;143,5
FRA00033;WCF2019CRO;M;8;102,5
CZE00013;WCF2019CRO;M;9;67,5
RUS00053;WCF2019CRO;M;10;65,5
CRO00045;WCF2019CRO;M;11;63
FRA00025;WCF2019CRO;M;12;61
RUS00029;WCF2019CRO;M;13;55
CRO00039;WCF2019CRO;M;14;47
RUS00064;WCF2019CRO;M;15;43
FRA00055;WCF2019CRO;M;16;41
FRA00046;WCF2019CRO;M;17;32
GER00055;WCF2019CRO;M;18;28,5
RUS00039;WCF2019CRO;M;19;28
RUS00063;WCF2019CRO;M;20;27
RUS00066;WCF2019CRO;M;21;21,5
FRA00035;WCF2019CRO;M;22;20,5
CRO00041;WCF2019CRO;M;23;19
EST00020;WCF2019CRO;M;24;16
FRA00052;WCF2019CRO;M;25;11,5
FRA00008;WCF2019CRO;M;26;10
GER00075;WCF2019CRO;M;27;6,5
HUN00019;WCF2019CRO;M;28;6
GER00003;WCF2019CRO;M;29;6
FRA00012;WCF2019CRO;M;30;6
CZE00031;WCF2019CRO;M;31;5
SUI00023;WCF2019CRO;M;32;5
CRO00044;WCF2019CRO;M;33;5
FRA00049;WCF2019CRO;M;34;5
RUS00057;WCF2019CRO;M;35;3
SLO00001;WCF2019CRO;M;36;2
SUI00007;WCF2019CRO;M;37;2
TKM00001;WCF2019CRO;M;38;2
RUS00042;WCF2019CRO;M;39;0
GER00035;WCF2019CRO;M;40;0
RUS00019;WCF2019CRO;M;41;0
RUS00070;WCF2019CRO;M;42;0
GER00031;WCF2019CRO;M;43;0
CRO00011;WCF2019CRO;M;44;0
RUS00059;WCF2019CRO;M;45;0
EST00010;WCF2019CRO;M;46;0
RUS00068;WCF2019CRO;M;47;0
HUN00021;WCF2019CRO;M;48;0
CZE00039;WCF2019CRO;M;49;0
EST00023;WCF2019CRO;M;50;0
CZE00044;WCF2019CRO;M;51;0
HUN00024;WCF2019CRO;M;52;0
BLR00001;WCF2019CRO;M;53;0
EST00035;WCF2019CRO;M;54;0
EST00034;WCF2019CRO;M;55;0
FRA00020;WCF2019CRO;M;56;0
AUT00018;WCF2019CRO;M;57;0
AUT00016;WCF2019CRO;M;58;0
AUT00032;WCF2019CRO;M;59;0
CZE00034;WCF2019CRO;M;60;0
CZE00006;WCF2019CRO;M;61;0
CZE00061;WCF2019CRO;M;62;0
CZE00060;WCF2019CRO;M;63;0
CZE00026;WCF2019CRO;M;64;0
CZE00032;WCF2019CRO;M;65;0
CZE00062;WCF2019CRO;M;66;0
CZE00056;WCF2019CRO;M;67;0
CZE00132;WCF2019CRO;M;68;0
CZE00127;WCF2019CRO;M;69;0
CZE00133;WCF2019CRO;M;70;0
CZE00095;WCF2019CRO;M;71;0
AUT00012;WCF2019CRO;M;72;0
AUT00006;WCF2019CRO;M;73;0
GER00048;WCF2019CRO;M;74;0
FRA00051;WCF2019CRO;M;75;0
FRA00057;WCF2019CRO;M;76;0
EST00031;WCF2019CRO;M;77;0
FIN00030;WCF2019CRO;M;78;0
RUS00090;WCF2019CRO;M;79;0
EST00051;WCF2019CRO;M;80;0
FRA00036;WCF2019CRO;M;81;0
SUI00022;WCF2019CRO;M;82;0
EST00032;WCF2019CRO;M;83;0
EST00016;WCF2019CRO;M;84;0
FIN00004;WCF2019CRO;M;85;0
FIN00053;WCF2019CRO;M;86;0
AUT00015;WCF2019CRO;M;87;0
SWE00011;WCF2019CRO;M;88;0
IRL00001;WCF2019CRO;M;89;0
EST00050;WCF2019CRO;M;90;0
EST00052;WCF2019CRO;M;91;0
CRO00028;WCF2019CRO;W;1;501
CRO00042;WCF2019CRO;W;2;278,5
GER00026;WCF2019CRO;W;3;236
CRO00004;WCF2019CRO;W;4;227,5
RUS00052;WCF2019CRO;W;5;172,5
GER00061;WCF2019CRO;W;6;165,5
RUS00018;WCF2019CRO;W;7;142,5
CRO00007;WCF2019CRO;W;8;70
CRO00043;WCF2019CRO;W;9;57,5
FRA00044;WCF2019CRO;W;10;39
RUS00056;WCF2019CRO;W;11;28
RUS00072;WCF2019CRO;W;12;28
RUS00073;WCF2019CRO;W;13;28
CZE00030;WCF2019CRO;W;14;27
RUS00043;WCF2019CRO;W;15;24,5
FRA00027;WCF2019CRO;W;16;23,5
HUN00025;WCF2019CRO;W;17;23
CRO00046;WCF2019CRO;W;18;18
RUS00067;WCF2019CRO;W;19;18
CZE00027;WCF2019CRO;W;20;15,5
HUN00026;WCF2019CRO;W;21;15
FRA00023;WCF2019CRO;W;22;14
CRO00066;WCF2019CRO;W;23;13
CZE00029;WCF2019CRO;W;24;12,5
EST00008;WCF2019CRO;W;25;12
FRA00053;WCF2019CRO;W;26;11
FRA00040;WCF2019CRO;W;27;10,5
CZE00038;WCF2019CRO;W;28;7,5
GER00037;WCF2019CRO;W;29;7
RUS00012;WCF2019CRO;W;30;6
RUS00071;WCF2019CRO;W;31;6
CZE00043;WCF2019CRO;W;32;5
CZE00042;WCF2019CRO;W;33;5
HUN00008;WCF2019CRO;W;34;2
RUS00111;WCF2019CRO;W;35;2
CZE00040;WCF2019CRO;W;36;0
RUS00069;WCF2019CRO;W;37;0
HUN00007;WCF2019CRO;W;38;0
RUS00050;WCF2019CRO;W;39;0
BLR00002;WCF2019CRO;W;40;0
CZE00033;WCF2019CRO;W;41;0
CZE00131;WCF2019CRO;W;42;0
CZE00024;WCF2019CRO;W;43;0
EST00037;WCF2019CRO;W;44;0
FIN00038;WCF2019CRO;W;45;0
EST00048;WCF2019CRO;W;46;0
CRO00021;WC2022CRO;M;1;80
CRO00030;WC2022CRO;M;2;70
CRO00036;WC2022CRO;M;3;60
CRO00025;WC2022CRO;M;4;50
GER00055;WC2022CRO;M;5;45
SUI00023;WC2022CRO;M;6;40
FRA00057;WC2022CRO;M;7;35
CZE00044;WC2022CRO;M;8;30
CZE00031;WC2022CRO;M;9;25
FRA00055;WC2022CRO;M;10;22
FRA00058;WC2022CRO;M;11;20
SUI00007;WC2022CRO;M;12;18
FRA00080;WC2022CRO;M;13;16
CZE00051;WC2022CRO;M;14;14
CRO00028;WC2022CRO;W;1;80
CRO00042;WC2022CRO;W;2;70
CRO00043;WC2022CRO;W;3;60
FRA00056;WC2022CRO;W;4;50
CZE00027;WC2022CRO;W;5;45
CRO00050;WC2022CRO;W;6;40
CRO00049;WC2022CRO;W;7;35
CRO00046;WC2022CRO;W;8;30
FRA00081;WC2022CRO;W;9;25
FRA00062;WC2022CRO;W;10;22
CZE00043;WC2022CRO;W;11;20
CRO00047;WC2022CRO;W;12;18
CRO00048;WC2022CRO;W;13;16
CZE00042;WC2022CRO;W;14;14
CRO00077;WC2022CRO;W;15;12
CRO00021;WC2022CZE;M;1;150
CRO00036;WC2022CZE;M;2;140
CRO00030;WC2022CZE;M;3;130
CRO00025;WC2022CZE;M;4;100
CZE00044;WC2022CZE;M;5;75
GER00055;WC2022CZE;M;6;45
HUN00021;WC2022CZE;M;7;40
SUI00023;WC2022CZE;M;8;40
CRO00011;WC2022CZE;M;9;35
FRA00057;WC2022CZE;M;10;35
CZE00060;WC2022CZE;M;11;30
CZE00051;WC2022CZE;M;12;30
CZE00034;WC2022CZE;M;13;25
CZE00031;WC2022CZE;M;14;25
CZE00039;WC2022CZE;M;15;22
FRA00055;WC2022CZE;M;16;22
CZE00006;WC2022CZE;M;17;20
FRA00058;WC2022CZE;M;18;20
HUN00024;WC2022CZE;M;19;18
SUI00007;WC2022CZE;M;20;18
FRA00080;WC2022CZE;M;21;16
SWE00011;WC2022CZE;M;22;14
HUN00027;WC2022CZE;M;23;12
CZE00064;WC2022CZE;M;24;10
CZE00065;WC2022CZE;M;25;9
CZE00066;WC2022CZE;M;26;8
CZE00067;WC2022CZE;M;27;7
CZE00068;WC2022CZE;M;28;6
CZE00061;WC2022CZE;M;29;5
CRO00028;WC2022CZE;W;1;160
CRO00043;WC2022CZE;W;2;130
CRO00042;WC2022CZE;W;3;120
CRO00049;WC2022CZE;W;4;75
CRO00050;WC2022CZE;W;5;70
CZE00027;WC2022CZE;W;6;65
CRO00046;WC2022CZE;W;7;65
CRO00048;WC2022CZE;W;8;61
CRO00004;WC2022CZE;W;9;60
FRA00056;WC2022CZE;W;10;50
CRO00047;WC2022CZE;W;11;43
CZE00042;WC2022CZE;W;12;32
FRA00081;WC2022CZE;W;13;25
CZE00030;WC2022CZE;W;14;22
FRA00062;WC2022CZE;W;15;22
CZE00043;WC2022CZE;W;16;20
HUN00008;WC2022CZE;W;17;16
CZE00070;WC2022CZE;W;18;14
CRO00077;WC2022CZE;W;19;12
CRO00030;WCH2022HUN;M;1;210
CRO00036;WCH2022HUN;M;2;210
CRO00021;WCH2022HUN;M;3;210
CRO00025;WCH2022HUN;M;4;150
CZE00044;WCH2022HUN;M;5;115
GER00055;WCH2022HUN;M;6;80
SUI00023;WCH2022HUN;M;7;70
FRA00057;WCH2022HUN;M;8;55
CRO00011;WCH2022HUN;M;9;47
FRA00012;WCH2022HUN;M;10;45
HUN00021;WCH2022HUN;M;11;40
FRA00058;WCH2022HUN;M;12;36
CZE00031;WCH2022HUN;M;13;33
CZE00060;WCH2022HUN;M;14;30
CZE00051;WCH2022HUN;M;15;30
GER00028;WCH2022HUN;M;16;25
SUI00007;WCH2022HUN;M;17;25
CZE00034;WCH2022HUN;M;18;25
GER00062;WCH2022HUN;M;19;22
CZE00006;WCH2022HUN;M;20;22
CZE00039;WCH2022HUN;M;21;22
FRA00055;WCH2022HUN;M;22;22
FRA00046;WCH2022HUN;M;23;18
HUN00024;WCH2022HUN;M;24;18
FRA00080;WCH2022HUN;M;25;16
HUN00019;WCH2022HUN;M;26;14
SWE00011;WCH2022HUN;M;27;14
HUN00027;WCH2022HUN;M;28;12
FRA00020;WCH2022HUN;M;29;10
CZE00064;WCH2022HUN;M;30;10
GER00031;WCH2022HUN;M;31;9
CZE00065;WCH2022HUN;M;32;9
CZE00066;WCH2022HUN;M;33;8
CZE00067;WCH2022HUN;M;34;7
EST00031;WCH2022HUN;M;35;6
CZE00068;WCH2022HUN;M;36;6
GER00035;WCH2022HUN;M;37;5
CZE00061;WCH2022HUN;M;38;5
GER00063;WCH2022HUN;M;39;4
EST00010;WCH2022HUN;M;40;3
SUI00005;WCH2022HUN;M;41;1
EST00035;WCH2022HUN;M;42;0
EST00036;WCH2022HUN;M;43;0
CRO00028;WCH2022HUN;W;1;240
CRO00042;WCH2022HUN;W;2;180
CRO00043;WCH2022HUN;W;3;175
CRO00046;WCH2022HUN;W;4;135
CRO00004;WCH2022HUN;W;5;110
CRO00049;WCH2022HUN;W;6;87
CZE00027;WCH2022HUN;W;7;83
CRO00050;WCH2022HUN;W;8;79
CRO00047;WCH2022HUN;W;9;78
CRO00048;WCH2022HUN;W;10;75
FRA00056;WCH2022HUN;W;11;72
CZE00042;WCH2022HUN;W;12;37
FRA00023;WCH2022HUN;W;13;40
FRA00024;WCH2022HUN;W;14;30
CZE00043;WCH2022HUN;W;15;30
HUN00026;WCH2022HUN;W;16;25
FRA00081;WCH2022HUN;W;17;25
HUN00008;WCH2022HUN;W;18;24
CZE00030;WCH2022HUN;W;19;22
FRA00062;WCH2022HUN;W;20;22
FRA00034;WCH2022HUN;W;21;20
EST00008;WCH2022HUN;W;22;16
CZE00070;WCH2022HUN;W;23;14
CRO00077;WCH2022HUN;W;24;12
EST00037;WCH2022HUN;W;25;7
HUN00007;WCH2022HUN;W;26;6
EST00038;WCH2022HUN;W;27;4
CZE00045;WCH2022HUN;W;28;3
CRO00021;WCF2022CRO;M;1;290
CRO00036;WCF2022CRO;M;2;255
CRO00030;WCF2022CRO;M;3;210
CRO00025;WCF2022CRO;M;4;190
CZE00044;WCF2022CRO;M;5;185
SUI00023;WCF2022CRO;M;6;130
FRA00012;WCF2022CRO;M;7;95
GER00055;WCF2022CRO;M;8;80
FRA00058;WCF2022CRO;M;9;71
FRA00057;WCF2022CRO;M;10;55
FRA00055;WCF2022CRO;M;11;52
CZE00031;WCF2022CRO;M;12;49
CRO00011;WCF2022CRO;M;13;47
SUI00007;WCF2022CRO;M;14;43
HUN00021;WCF2022CRO;M;15;40
HUN00019;WCF2022CRO;M;16;39
CZE00060;WCF2022CRO;M;17;30
CZE00051;WCF2022CRO;M;18;30
EST00031;WCF2022CRO;M;19;28
GER00028;WCF2022CRO;M;20;25
CZE00034;WCF2022CRO;M;21;25
EST00010;WCF2022CRO;M;22;23
GER00062;WCF2022CRO;M;23;22
CZE00006;WCF2022CRO;M;24;22
CZE00039;WCF2022CRO;M;25;22
FRA00046;WCF2022CRO;M;26;18
HUN00024;WCF2022CRO;M;27;18
FRA00080;WCF2022CRO;M;28;16
SUI00005;WCF2022CRO;M;29;15
SWE00011;WCF2022CRO;M;30;14
HUN00027;WCF2022CRO;M;31;12
FRA00020;WCF2022CRO;M;32;10
CZE00064;WCF2022CRO;M;33;10
GER00031;WCF2022CRO;M;34;9
CZE00065;WCF2022CRO;M;35;9
CZE00066;WCF2022CRO;M;36;8
CZE00067;WCF2022CRO;M;37;7
CZE00068;WCF2022CRO;M;38;6
GER00035;WCF2022CRO;M;39;5
CZE00061;WCF2022CRO;M;40;5
GER00063;WCF2022CRO;M;41;4
EST00035;WCF2022CRO;M;42;0
EST00036;WCF2022CRO;M;43;0
CRO00055;WCF2022CRO;W;1;300
CRO00042;WCF2022CRO;W;2;260
CRO00043;WCF2022CRO;W;3;220
CRO00046;WCF2022CRO;W;4;205
CRO00004;WCF2022CRO;W;5;110
CZE00027;WCF2022CRO;W;6;108
FRA00056;WCF2022CRO;W;7;90
CRO00049;WCF2022CRO;W;8;87
CRO00050;WCF2022CRO;W;9;79
CRO00047;WCF2022CRO;W;10;78
CRO00048;WCF2022CRO;W;11;75
EST00008;WCF2022CRO;W;12;66
FRA00062;WCF2022CRO;W;13;62
FRA00081;WCF2022CRO;W;14;60
CZE00042;WCF2022CRO;W;15;57
HUN00026;WCF2022CRO;W;16;55
CZE00043;WCF2022CRO;W;17;52
FRA00023;WCF2022CRO;W;18;40
HUN00008;WCF2022CRO;W;19;38
FRA00024;WCF2022CRO;W;20;30
EST00037;WCF2022CRO;W;21;23
CZE00030;WCF2022CRO;W;22;22
FRA00034;WCF2022CRO;W;23;20
EST00038;WCF2022CRO;W;24;16
CZE00070;WCF2022CRO;W;25;14
CRO00077;WCF2022CRO;W;26;12
HUN00007;WCF2022CRO;W;27;6
CZE00045;WCF2022CRO;W;28;3
CRO00021;WC2023CZE;M;1;80
CRO00030;WC2023CZE;M;2;70
CRO00036;WC2023CZE;M;3;60
CZE00044;WC2023CZE;M;4;50
FRA00012;WC2023CZE;M;5;45
FRA00025;WC2023CZE;M;6;40
CRO00044;WC2023CZE;M;7;35
AUT00018;WC2023CZE;M;8;30
AUT00017;WC2023CZE;M;9;25
HUN00019;WC2023CZE;M;10;22
CZE00026;WC2023CZE;M;11;20
FRA00057;WC2023CZE;M;12;18
CRO00051;WC2023CZE;M;13;16
HUN00021;WC2023CZE;M;14;14
CRO00054;WC2023CZE;M;15;12
CZE00060;WC2023CZE;M;16;10
CZE00006;WC2023CZE;M;17;9
GER00089;WC2023CZE;M;18;8
HUN00024;WC2023CZE;M;19;7
CZE00051;WC2023CZE;M;20;6
CZE00032;WC2023CZE;M;21;5
CZE00061;WC2023CZE;M;22;4
CZE00064;WC2023CZE;M;23;3
CZE00047;WC2023CZE;M;24;2
CZE00065;WC2023CZE;M;25;1
CZE00071;WC2023CZE;M;26;0
CZE00072;WC2023CZE;M;27;0
CZE00068;WC2023CZE;M;28;0
CRO00055;WC2023CZE;W;1;80
CRO00042;WC2023CZE;W;2;70
HUN00026;WC2023CZE;W;3;60
FRA00040;WC2023CZE;W;4;50
CRO00004;WC2023CZE;W;5;45
CRO00046;WC2023CZE;W;6;40
CRO00043;WC2023CZE;W;7;35
CZE00027;WC2023CZE;W;8;30
FRA00034;WC2023CZE;W;9;25
FRA00062;WC2023CZE;W;10;22
CZE00042;WC2023CZE;W;11;20
CZE00030;WC2023CZE;W;12;18
HUN00008;WC2023CZE;W;13;16
CZE00029;WC2023CZE;W;14;14
CZE00038;WC2023CZE;W;15;12
CRO00053;WC2023CZE;W;16;10
FRA00081;WC2023CZE;W;17;9
CZE00024;WC2023CZE;W;18;8
CZE00046;WC2023CZE;W;19;7
CRO00021;WC2023CRO;M;1;150
CRO00036;WC2023CRO;M;2;140
CRO00030;WC2023CRO;M;3;120
CZE00044;WC2023CRO;M;4;90
CRO00044;WC2023CRO;M;5;70
CRO00025;WC2023CRO;M;6;60
GER00055;WC2023CRO;M;7;45
FRA00012;WC2023CRO;M;8;45
AUT00018;WC2023CRO;M;9;42
CRO00051;WC2023CRO;M;10;41
FRA00025;WC2023CRO;M;11;40
FRA00057;WC2023CRO;M;12;38
AUT00017;WC2023CRO;M;13;32
CRO00011;WC2023CRO;M;14;30
SUI00023;WC2023CRO;M;15;22
HUN00019;WC2023CRO;M;16;22
CZE00026;WC2023CRO;M;17;20
FRA00055;WC2023CRO;M;18;18
AUT00015;WC2023CRO;M;19;16
CRO00054;WC2023CRO;M;20;15
FRA00046;WC2023CRO;M;21;14
HUN00021;WC2023CRO;M;22;14
GER00089;WC2023CRO;M;23;12
CZE00051;WC2023CRO;M;24;11
CZE00031;WC2023CRO;M;25;10
CZE00060;WC2023CRO;M;26;10
FRA00060;WC2023CRO;M;27;9
CZE00006;WC2023CRO;M;28;9
AUT00016;WC2023CRO;M;29;8
CZE00032;WC2023CRO;M;30;7
HUN00024;WC2023CRO;M;31;7
AUT00012;WC2023CRO;M;32;6
CZE00061;WC2023CRO;M;33;4
CZE00064;WC2023CRO;M;34;3
CZE00047;WC2023CRO;M;35;2
HUN00027;WC2023CRO;M;36;1
CZE00065;WC2023CRO;M;37;1
CZE00071;WC2023CRO;M;38;0
CZE00072;WC2023CRO;M;39;0
CZE00068;WC2023CRO;M;40;0
CRO00055;WC2023CRO;W;1;160
CRO00042;WC2023CRO;W;2;140
CRO00046;WC2023CRO;W;3;100
CRO00004;WC2023CRO;W;4;95
HUN00026;WC2023CRO;W;5;90
FRA00040;WC2023CRO;W;6;85
CRO00043;WC2023CRO;W;7;75
CZE00027;WC2023CRO;W;8;55
FRA00023;WC2023CRO;W;9;45
CZE00030;WC2023CRO;W;10;40
FRA00062;WC2023CRO;W;11;40
CRO00053;WC2023CRO;W;12;30
CZE00029;WC2023CRO;W;13;28
HUN00008;WC2023CRO;W;14;28
FRA00034;WC2023CRO;W;15;25
CZE00042;WC2023CRO;W;16;20
CZE00046;WC2023CRO;W;17;17
FRA00077;WC2023CRO;W;18;16
CZE00038;WC2023CRO;W;19;12
FRA00081;WC2023CRO;W;20;9
CZE00024;WC2023CRO;W;21;8
CRO00021;WCH2023HUN;M;1;230
CRO00036;WCH2023HUN;M;2;210
